"uid","title","species"
"WOS:000339728500014","Parentage analyses suggest female promiscuity and a disadvantage for athletic males in the colour-polymorphic lizard Podarcis melisellensis","Poecilia reticulata"
"WOS:000339895600002","Uptake of algal carbon and the likely synthesis of an ""essential"" fatty acid by Uvigerina ex. gr. semiornata (Foraminifera) within the Pakistan margin oxygen minimum zone: evidence from fatty acid biomarker and C-13 tracer experiments","Thalassiosira minima"
"WOS:000340048200011","Partners' personality types and mate preferences: predation risk matters","Poecilia vivipara"
"WOS:000340134900002","Morphology and typification of Mastogloia smithii and M. lacustris, with descriptions of two new species from the Florida Everglades and the Caribbean region","Mastogloia smithii"
"WOS:000340134900011","Morphology, ecology and biogeography of Stauroneis pachycephala PT Cleve (Bacillariophyta) and its transfer to the genus Envekadea","Stauroneis pachycephala"
"WOS:000340243200004","Fish is Fish: the use of experimental model species to reveal causes of skeletal diversity in evolution and disease","Salmo salar"
"WOS:000340243200006","Old, new and new-old concepts about the evolution of teeth","Salmo salar"
"WOS:000340243200026","A comparison of the larval and juvenile dentition in Polypterus senegalus","Salmo gairdneri"
"WOS:000340294700009","Using the Whole Body as a Sucker: Combining Respiration and Feeding with an Attached Lifestyle in Hill Stream Loaches (Balitoridae, Cypriniformes)","Pseudogastromyzon myersi"
"WOS:000340312000016","Investigating apical adverse effects of four endocrine active substances in the freshwater gastropod Lymnaea stagnalis","Potamopyrgus antipodarum"
"WOS:000340312000065","Methoxylated PBDEs (MeO-PBDEs), hydroxylated PBDEs (HO-PBDEs) and hydroxylated PCBs (HO-PCBs) in the liver of harbor seals from the northwest Atlantic","Phoca vitulina"
"WOS:000340320700019","A practical example of the challenges of biota monitoring under the Water Framework Directive","Silurus glanis"
"WOS:000340334900014","Some Cocconeis species (Bacillariophyceae) originally described by William Gregory and Robert Kaye Greville from the Firth of Clyde and Loch Fyne (Scotland)","Cocconeis distans"
"WOS:000340339800010","Effects of cadmium exposure on the gill proteome of Cottus gobio: Modulatory effects of prior thermal acclimation","Gobio gobio"
"WOS:000340479300014","Clonal diversity and spatial genetic structure of Potamogeton pectinatus in managed pond and river populations","Stuckenia pectinata"
"WOS:000340499200008","Pheromone signaling during sexual reproduction in algae","Chlamydomonas ehrenbergii"
"WOS:000340530000009","Interactions of Foodborne Pathogens with Free-living Protozoa: Potential Consequences for Food Safety","Acanthamoeba polyphaga"
"WOS:000340575000011","Diet quality determines interspecific parasite interactions in host populations","Daphnia magna"
"WOS:000340740000004","The genus Mytilina in China, with description of a new species (Rotifera: Monogononta: Mytilinidae)","Mytilina mucronata"
"WOS:000340947700058","Proteome-Wide Analysis and Diel Proteomic Profiling of the Cyanobacterium Arthrospira platensis PCC 8005","Spirulina major"
"WOS:000341000100006","Relict populations of Diaphanosoma (Cladocera: Ctenopoda) in the Chadian Sahara, with the description of a new species","Diaphanosoma excisum"
"WOS:000341621600001","Isolation and genotyping of viable Toxoplasma gondii from sheep and goats in Ethiopia destined for human consumption","Toxoplasma gondii"
"WOS:000342065600010","Toxicological Assessment of Arsenic-Induced Hematological Alterations and Chromosomal Aberrations in Tilapia Oreochromis mossambicus","Oreochromis mossambicus"
"WOS:000342072500028","Kinetic exploration of nitrate-accumulating microalgae for nutrient recovery","Amphora coffeaeformis"
"WOS:000342204100020","Parasite Fitness Traits Under Environmental Variation: Disentangling the Roles of a Chytrid's Immediate Host and External Environment","Asterionella formosa"
"WOS:000342220700029","Evaluation of the microbiological safety and quality of Vietnamese Pangasius hypophthalmus during processing by a microbial assessment scheme in combination with a self-assessment questionnaire","Pangasius pangasius"
"WOS:000342245300019","Gill remodeling in three freshwater teleosts in response to high environmental ammonia","Oreochromis mossambicus"
"WOS:000342478100002","Ecology of intertidal microbial biofilms: Mechanisms, patterns and future research needs","Cylindrotheca closterium"
"WOS:000342530000044","Techno-productive potential of photosynthetic microbial fuel cells through different configurations","Spirulina major"
"WOS:000342530800016","The uptake of ZnO and CuO nanoparticles in the water-flea Daphnia magna under acute exposure scenarios","Daphnia magna"
"WOS:000342548000008","Seroprevalence of Toxoplasma gondii in domestic sheep in Belgium","Toxoplasma gondii"
"WOS:000342591500091","In Situ Mortality Experiments with Juvenile Sea Bass (Dicentrarchus labrax) in Relation to Impulsive Sound Levels Caused by Pile Driving of Windmill Foundations","Labrax labrax"
"WOS:000342619100020","THE EFFECT OF TEMPERATURE ON THE SENSITIVITY OF DAPHNIA MAGNA TO CYANOBACTERIA IS GENUS DEPENDENT","Daphnia magna"
"WOS:000342767000004","Evaluation of the oxidative status in Oreochromis niloticus fed with tuna by-product meal: possible human health impact","Oreochromis niloticus"
"WOS:000342773300015","Influence of cocoa butter diacylglycerols on migration induced fat bloom in filled chocolates","Oreochromis niloticus"
"WOS:000342796600037","Investigating the Role of Free-living Amoebae as a Reservoir for Mycobacterium ulcerans","Acanthamoeba polyphaga"
"WOS:000342881300014","Microalgal and cyanobacterial cultivation: The supply of nutrients","Spirulina major"
"WOS:000343381100026","Can immunostimulants efficiently replace antibiotic in striped catfish (Pangasianodon hypophthalmus) against bacterial infection by Edwardsiella ictaluri?","Salmo mykiss"
"WOS:000343758600002","A new type of lordosis and vertebral body compression in Gilthead sea bream, Sparus aurata L.: aetiology, anatomy and consequences for survival","Salmo salar"
"WOS:000343867700011","Pathway of nitrous oxide consumption in isolated Pseudomonas stutzeri strains under anoxic and oxic conditions","Pseudomonas stutzeri"
"WOS:000343920900014","Intermediate number of major histocompatibility complex class IIB length variants relates to enlarged perivisceral fat deposits in the blunt-head cichlid Tropheus moorii","Gasterosteus aculeatus"
"WOS:000343943700152","RpoS and Indole Signaling Control the Virulence of Vibrio anguillarum towards Gnotobiotic Sea Bass (Dicentrarchus labrax) Larvae","Dicentrarchus labrax"
"WOS:000344202900011","Bacillus sp LT3 improves the survival of gnotobiotic brine shrimp (Artemia franciscana) larvae challenged with Vibrio campbellii by enhancing the innate immune response and by decreasing the activity of shrimp-associated vibrios","Vibrio subtilis"
"WOS:000344469900009","Opisthorchis viverrini-like liver fluke in birds from Vietnam: morphological variability and rDNA/mtDNA sequence confirmation","Anas platyrhynchos"
"WOS:000344492800003","Analysis of the type material of Navicula brachysira Brebisson with the description of Brachysira sandrae, a new raphid diatom (Bacillariophyceae) from Iles Kerguelen (TAAF, sub-Antarctica, southern Indian Ocean)","Navicula brebissonii"
"WOS:000344581500008","Revision of the genus Halamphora (Bacillariophyta) in the Antarctic Region","Amphora veneta"
"WOS:000344952300025","Fatal Ichthyocotylurus erraticus Infestation in Inca Terns (Larosterna inca) in a Zoological Collection","Osmerus eperlanus"
"WOS:000345077300014","Residue levels of enrofloxacin and ciprofloxacin in processed animal by-products used in Atlantic salmon feeds and their long-term carry-over to the edible part of the fish","Salmo salar"
"WOS:000345469100001","A comparison of the sensitivities of Daphnia magna and Daphnia pulex to six different cyanobacteria","Microcystis flos-aquae"
"WOS:000345597300006","The invasive round goby Neogobius melanostomus and tubenose goby Proterorhinus semilunaris: two introduction routes into Belgium","Proterorhinus semilunaris"
"WOS:000345760300005","EUKARYOTIC PATHOGENS (CHYTRIDIOMYCOTA AND OOMYCOTA) INFECTING MARINE MICROPHYTOBENTHIC DIATOMS - A METHODOLOGICAL COMPARISON","Navicula digitoradiata"
"WOS:000345944100001","Sensitivity and permissivity of Cyprinus carpio to cyprinid herpesvirus 3 during the early stages of its development: importance of the epidermal mucus as an innate immune barrier","Cyprinus carpio"
"WOS:000345992200017","Characterization of the dominant bacterial communities during storage of Norway lobster and Norway lobster tails (Nephrops norvegicus) based on 16S rDNA analysis by PCR-DGGE","Labrax labrax"
"WOS:000346104700001","An SNP-based second-generation genetic map of Daphnia magna and its application to QTL analysis of phenotypic traits","Daphnia magna"
"WOS:000346547800007","Influence of short-term exposure to low levels of 17 alpha-ethynylestradiol on expression of genes involved in immunity and on immune parameters in rainbow trout, Oncorhynchus mykiss","Salmo salar"
"WOS:000346591000003","Brief Exposure of Embryos to Steroids or Aromatase Inhibitor Induces Sex Reversal in Nile Tilapia (Oreochromis niloticus)","Oryzias latipes"
"WOS:000346979200008","The Sensitive Period for Male-to-Female Sex Reversal Begins at the Embryonic Stage in the Nile Tilapia and is Associated With the Sexual Genotype","Oryzias latipes"
"WOS:000347014400001","Parasite distribution and associated immune response during the acute phase of Toxoplasma gondii infection in sheep","Toxoplasma gondii"
"WOS:000347175200001","\European sea bass genome and its variation provide insights into adaptation to euryhalinity and speciation","Labrax labrax"
"WOS:000347239900020","A Genetic Linkage Map of Sole (Solea solea): A Tool for Evolutionary and Comparative Analyses of Exploited (Flat)Fishes","Tetraodon nigroviridis"
"WOS:000347293800050","Polychlorinated biphenyls still pose significant health risks to northwest Atlantic harbor seals","Phoca vitulina"
"WOS:000347361200011","Fungal Planet description sheets: 281-319","Phragmites australis"
"WOS:000347377000007","The application of tannic acid to the elimination of egg stickiness at varied moments of the egg swelling process in pikeperch, Sander lucioperca (L.)","Tinca tinca"
"WOS:000347377000024","Biofloc-based reproductive performance of Nile tilapia Oreochromis niloticus L. broodstock","Oreochromis niloticus"
"WOS:000347512900017","The combined effect of hypoxia and nutritional status on metabolic and ionoregulatory responses of common carp (Cyprinus carpio)","Platichthys flesus"
"WOS:000347576800058","Assessment of the health status of wild fish inhabiting a cotton basin heavily impacted by pesticides in Benin (West Africa)","Tilapia guineensis"
"WOS:000347581100024","Wash water disinfection of a full-scale leafy vegetables washing process with hydrogen peroxide and the use of a commercial metal ion mixture to improve disinfection efficiency","Oreochromis aureus"
"WOS:000348083100006","Impact of mucin, bile salts and cholesterol on the virulence of Vibrio anguillarum towards gnotobiotic sea bass (Dicentrarchus labrax) larvae","Labrax labrax"
"WOS:000348263100009","Strong isolation by distance revealed among Cyperus papyrus populations in the Rift Valley lakes, Lake Victoria, and isolated wetlands of Kenya","Hibiscus moscheutos"
"WOS:000348733800003","Two new species of Nitzschia (Bacillariophyceae) from freshwater environs of Lonar Crater Lake, India","Nitzschia frustulum"
"WOS:000348740100032","Withdrawal time for sulfamethoxazole and trimethoprim following treatment of striped catfish (Pangasianodon hypophthalmus) and hybrid red tilapia (Oreochromis mossambicus x Oreochromis niloticus)","Oreochromis niloticus"
